blocker_1,S004599629,100.000,15,15,21
blocker_2,S004599629,100.000,15,15,21
blocker_3,S004599629,100.000,15,15,21
blocker_4,S004599629,100.000,15,15,21
blocker_5,S004599629,100.000,15,15,21
blocker_6,S004599629,100.000,15,15,21
blocker_7,S004599629,100.000,15,15,21
blocker_8,S004599629,100.000,15,15,21
blocker_9,S004599629,100.000,15,15,21
blocker_10,S004599948,100.000,15,15,21
blocker_11,S004599948,100.000,15,15,21
blocker_12,S004599948,100.000,15,15,21
blocker_13,S004575482,100.000,15,15,21
blocker_14,S004575482,100.000,15,15,21
blocker_15,S000804138,100.000,15,15,21
blocker_16,S000804138,100.000,15,15,21
blocker_17,S000804138,100.000,15,15,21
blocker_18,S000804138,100.000,15,15,21
blocker_19,S000804138,100.000,15,15,21
blocker_20,S000804138,100.000,15,15,21
blocker_21,S000804138,100.000,15,15,21
blocker_22,S000804138,100.000,15,15,21
blocker_23,S000804138,100.000,15,15,21
blocker_24,S000804138,100.000,15,15,21
blocker_25,S000804138,100.000,15,15,21
blocker_26,S000804138,100.000,15,15,21
blocker_27,S000804138,100.000,15,15,21
blocker_28,S000804138,100.000,15,15,21
blocker_29,S000804138,100.000,15,15,21
blocker_30,S000804162,100.000,15,15,21
blocker_31,S000804162,100.000,15,15,21
blocker_32,S000804162,100.000,15,15,21
blocker_33,S000804162,100.000,15,15,21
blocker_34,S000804162,100.000,15,15,21
blocker_35,S000804162,100.000,15,15,21
blocker_36,S000804162,100.000,15,15,21
blocker_37,S000804162,100.000,15,15,21
blocker_38,S000804162,100.000,15,15,21
blocker_39,S000804162,100.000,15,15,21
blocker_40,S000804162,100.000,15,15,21
blocker_41,S000804162,100.000,15,15,21
blocker_42,S000804162,100.000,15,15,21
blocker_43,S000804162,100.000,15,15,21
blocker_44,S000804162,100.000,15,15,21
blocker_45,S000804162,100.000,15,15,21
blocker_46,S000804162,100.000,15,15,21
blocker_47,S000804162,100.000,15,15,21
blocker_48,S000804162,100.000,15,15,21
blocker_49,S000804162,100.000,15,15,21
blocker_50,S000804162,100.000,15,15,21
blocker_51,S000804162,100.000,15,15,21
blocker_52,S000804162,100.000,15,15,21
blocker_53,S000804162,100.000,15,15,21
blocker_54,S003384672,100.000,15,15,21
blocker_55,S000804162,100.000,15,15,21
blocker_56,S000804162,100.000,15,15,21
blocker_57,S004437915,100.000,15,15,21
blocker_58,S004386802,100.000,15,15,21
blocker_59,S004386802,100.000,15,15,21
blocker_60,S004386802,100.000,15,15,21
blocker_61,S004386802,100.000,15,15,21
blocker_62,S004386802,100.000,15,15,21
blocker_63,S004386802,100.000,15,15,21
blocker_64,S004386802,100.000,15,15,21
blocker_65,S004386802,100.000,15,15,21
blocker_66,S004386802,100.000,15,15,21
blocker_67,S004386802,100.000,15,15,21
blocker_68,S004190361,100.000,15,15,21
blocker_69,S004190361,100.000,15,15,21
blocker_70,S004575482,100.000,15,15,21
blocker_71,S004575482,100.000,15,15,21
blocker_72,S004575482,100.000,15,15,21
blocker_73,S004599948,100.000,15,15,21
blocker_74,S004599948,100.000,15,15,21
blocker_75,S004599948,100.000,15,15,21
blocker_76,S004600663,100.000,15,15,21
blocker_77,S004602263,100.000,15,15,21
blocker_78,S004602263,100.000,15,15,21
blocker_79,S004602263,100.000,15,15,21
blocker_80,S004602263,100.000,15,15,21
blocker_81,S004602263,100.000,15,15,21
blocker_82,S004602263,100.000,15,15,21
blocker_83,S004602263,100.000,15,15,21
blocker_84,S004602263,100.000,15,15,21
blocker_85,S004602263,100.000,15,15,21
blocker_86,S004602263,100.000,15,15,21
blocker_87,S004602263,100.000,15,15,21
blocker_88,S004602263,100.000,15,15,21
blocker_89,S003742270,100.000,15,15,21
blocker_90,S003273675,100.000,15,15,21
blocker_91,S003273675,100.000,15,15,21
blocker_92,S003772004,100.000,15,15,21
blocker_93,S004264740,100.000,15,15,21
blocker_94,S004264740,100.000,15,15,21
blocker_95,S004264740,100.000,15,15,21
blocker_96,S004264740,100.000,15,15,21
blocker_97,S004264740,100.000,15,15,21
blocker_98,S004264740,100.000,15,15,21
blocker_99,S004264740,100.000,15,15,21
blocker_100,S004264740,100.000,15,15,21
blocker_101,S004264740,100.000,15,15,21
blocker_102,S004561973,100.000,15,15,21
blocker_103,S004570428,100.000,15,15,21
blocker_104,S004601141,100.000,15,15,21
blocker_105,S004602263,100.000,15,15,21
blocker_106,S004602263,100.000,15,15,21
blocker_107,S004602263,100.000,15,15,21
blocker_108,S004602263,100.000,15,15,21
blocker_109,S004602263,100.000,15,15,21
blocker_110,S004602263,100.000,15,15,21
blocker_111,S004602263,100.000,15,15,21
blocker_112,S004602263,100.000,15,15,21
blocker_113,S004602259,100.000,15,15,21
blocker_114,S004601250,100.000,15,15,21
blocker_115,S004601250,100.000,15,15,21
blocker_116,S004598691,100.000,15,15,21
blocker_117,S004598691,100.000,15,15,21
blocker_118,S004598691,100.000,15,15,21
blocker_119,S004598691,100.000,15,15,21
blocker_120,S004598691,100.000,15,15,21
blocker_121,S004598691,100.000,15,15,21
blocker_122,S004598691,100.000,15,15,21
blocker_123,S004598691,100.000,15,15,21
blocker_124,S004598691,100.000,15,15,21
blocker_125,S004598691,100.000,15,15,21
blocker_126,S004598691,100.000,15,15,21
blocker_127,S004598691,100.000,15,15,21
blocker_128,S004598691,100.000,15,15,21
blocker_129,S004598691,100.000,15,15,21
blocker_130,S004602262,100.000,15,15,21
blocker_131,S004602263,100.000,15,15,21
blocker_132,S004602263,100.000,15,15,21
blocker_133,S004602263,100.000,15,15,21
blocker_134,S004602263,100.000,15,15,21
blocker_135,S004602263,100.000,15,15,21
blocker_136,S004602263,100.000,15,15,21
blocker_137,S004602263,100.000,15,15,21
blocker_138,S004602263,100.000,15,15,21
blocker_139,S004602263,100.000,15,15,21
blocker_140,S004602263,100.000,15,15,21
blocker_141,S004602263,100.000,15,15,21
blocker_142,S004602263,100.000,15,15,21
blocker_143,S004602263,100.000,15,15,21
blocker_144,S004602263,100.000,15,15,21
blocker_145,S004602263,100.000,15,15,21
blocker_146,S004602263,100.000,15,15,21
blocker_147,S004602263,100.000,15,15,21
blocker_148,S004602263,100.000,15,15,21
blocker_149,S004602262,100.000,15,15,21
blocker_150,S004602259,100.000,15,15,21
blocker_151,S004602259,100.000,15,15,21
blocker_152,S004602259,100.000,15,15,21
blocker_153,S004602259,100.000,15,15,21
blocker_154,S004570071,100.000,15,15,21
blocker_155,S004570071,100.000,15,15,21
blocker_156,S004570071,100.000,15,15,21
blocker_157,S004570071,100.000,15,15,21
blocker_158,S004543486,100.000,15,15,21
blocker_159,S004543486,100.000,15,15,21
blocker_160,S004190361,100.000,15,15,21
blocker_161,S004190361,100.000,15,15,21
blocker_162,S004190361,100.000,15,15,21
blocker_163,S004190361,100.000,15,15,21
blocker_164,S004190361,100.000,15,15,21
blocker_165,S004578450,100.000,15,15,21
blocker_166,S004578450,100.000,15,15,21
blocker_167,S004578450,100.000,15,15,21
blocker_168,S004578450,100.000,15,15,21
blocker_169,S004578450,100.000,15,15,21
blocker_170,S004557758,100.000,15,15,21
blocker_171,S004557758,100.000,15,15,21
blocker_172,S004384347,100.000,15,15,21
blocker_173,S004560798,100.000,15,15,21
blocker_174,S004560798,100.000,15,15,21
blocker_175,S004599605,100.000,15,15,21
blocker_176,S004599605,100.000,15,15,21
blocker_177,S004599605,100.000,15,15,21
blocker_178,S004560798,100.000,15,15,21
blocker_179,S004560798,100.000,15,15,21
blocker_180,S004560798,100.000,15,15,21
blocker_181,S004560798,100.000,15,15,21
blocker_182,S004386802,100.000,15,15,21
blocker_183,S004386802,100.000,15,15,21
blocker_184,S000804150,100.000,15,15,21
blocker_185,S000804150,100.000,15,15,21
blocker_186,S000804150,100.000,15,15,21
blocker_187,S000804150,100.000,15,15,21
blocker_188,S000804150,100.000,15,15,21
blocker_189,S000804150,100.000,15,15,21
blocker_190,S000804150,100.000,15,14,75
blocker_191,S000804150,100.000,15,13,268
blocker_192,S001604188,100.000,15,13,268
blocker_193,S004530979,100.000,15,13,268
blocker_194,S004530979,100.000,15,13,268
blocker_195,S000656718,100.000,15,13,268
blocker_196,S003145042,100.000,15,13,268
blocker_197,S003145042,100.000,15,13,268
blocker_198,S003145042,100.000,15,13,268
blocker_199,S002486321,100.000,15,14,75
blocker_200,S002486321,100.000,15,15,21
blocker_201,S003792009,100.000,15,14,75
blocker_202,S003792009,100.000,15,14,75
blocker_203,S003796230,100.000,15,13,268
blocker_204,S000933542,100.000,15,14,75
blocker_205,S000804150,100.000,15,15,21
blocker_206,S000804150,100.000,15,15,21
blocker_207,S000804150,100.000,15,15,21
blocker_208,S000804150,100.000,15,15,21
blocker_209,S000804150,100.000,15,15,21
blocker_210,S000804150,100.000,15,15,21
blocker_211,S000804150,100.000,15,15,21
blocker_212,S000804150,100.000,15,15,21
blocker_213,S000804150,100.000,15,15,21
blocker_214,S000804150,100.000,15,15,21
blocker_215,S000804150,100.000,15,15,21
blocker_216,S000804150,100.000,15,15,21
blocker_217,S000804150,100.000,15,15,21
blocker_218,S000804150,100.000,15,15,21
blocker_219,S000804150,100.000,15,15,21
